Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
BANSWRAS,Sell,130.34,132.77479130469942,143.03,121.32
CPPLUS,Sell,3612.76,3818.266566391405,4010.15,3501.2
GRAPHITE,Sell,637.65,650.8550378879044,681.92,585.59
KPL,Sell,2702.0,2816.89990234375,2996.55,2579.19
MRPL,Sell,174.49,175.49000549316406,186.6,157.67
SOLARWORLD,Sell,206.46,212.0500030517578,230.98,206.35
