Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
ALKYLAMINE,Sell,1712.93,1746.9386406948397,1960.83,1619.77
GKENERGY,Sell,126.66,129.24000549316406,142.19,124.62
HIMATSEIDE,Buy,78.4,76.01,71.49,82.35
INDIQUBE,Buy,167.63,158.97,144.54,180.04
JGCHEM,Sell,392.65,415.0,439.4,392.87
LUMAXTECH,Buy,1630.8,1624.72,1511.15,1709.73
PITTIENG,Buy,901.0,881.0,811.27,988.07
