Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
ANANTRAJ,Sell,551.29,559.0813822329338,582.18,486.07
ARFIN,Buy,90.85,88.85,82.73,94.78
ARMANFIN,Buy,1589.0,1544.2,1391.56,1739.41
HARRMALAYA,Buy,194.09,192.0,180.16,209.24
IONEXCHANG,Buy,360.2,352.75,332.39,391.65
LLOYDSENT,Buy,68.55,67.57,63.86,74.06
MTARTECH,Buy,7216.0,7145.0,6346.08,8036.62
