Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
KRISHNADEF,Sell,1281.55,1323.7088790638002,1437.7,1199.51
PARAS,Sell,1294.5,1360.0,1490.94,1270.39
