Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
AURUM,Buy,220.7,219.95,206.42,229.19
CAMS,Buy,771.7,745.64,718.98,807.44
KREBSBIO,Buy,56.96,55.5,48.75,65.04
MGL,Buy,1122.7,1092.1,1047.61,1191.32
MOL,Buy,46.39,46.1,44.01,50.89
NPST,Buy,1603.2,1571.8,1449.78,1727.07
OSWALGREEN,Buy,21.8,21.61,19.58,26.4
RBA,Buy,74.47,73.0,69.1,78.74
