Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
AYE,Sell,143.64,151.16000366210938,171.6,137.35
COLPAL,Sell,2114.08,2171.3036758822223,2233.07,1961.79
PPAP,Sell,240.15,245.0,262.17,204.52
THANGAMAYL,Sell,3995.92,4088.563622602994,4459.47,3900.25
