Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
CCAVENUE,Buy,16.34,16.17,15.2,18.02
FERMENTA,Buy,429.09,397.06,359.76,451.69
FINPIPE,Buy,163.67,159.5,153.68,191.5
INDOBORAX,Buy,416.1,365.0,332.66,431.74
KOHINOOR,Buy,22.92,22.56,21.11,25.69
PETRONET,Buy,274.7,268.95,261.12,285.24
