Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
BALAMINES,Buy,2284.8,2217.9,1998.08,2335.04
IDEAFORGE,Sell,860.25,870.6500244140625,938.06,844.66
MAHASTEEL,Buy,769.2,751.35,672.13,856.21
RELTD,Buy,174.03,173.4,159.66,183.32
SHARDAMOTR,Buy,834.55,834.0,792.42,895.13
