Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
GKSL,Buy,125.94,124.0,116.49,136.23
RIIL,Sell,768.6,776.2650829314524,838.14,766.56
SILGO,Buy,76.68,74.42,68.82,81.64
