Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
ARIHANTSUP,Buy,255.6,251.45,239.23,268.89
NETWEB,Buy,4535.37,4497.2,4141.03,5065.8
NIBE,Buy,1663.9,1660.0,1506.3,1792.07
PRIMESECU,Buy,291.3,288.15,273.06,303.84
RANEHOLDIN,Sell,1623.66,1665.369854815301,1790.68,1570.91
RICOAUTO,Buy,135.36,133.51,124.36,151.03
