Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
HEALTHX,Buy,287.15,281.5,262.6,297.27
JARO,Sell,494.63,521.8101097105874,547.79,405.24
JAYSREETEA,Buy,91.7,90.98,83.96,96.33
SOUTHWEST,Sell,233.09,234.0,259.09,218.16
