Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
CENTENKA,Sell,543.75,556.0,645.6,509.91
INDSWFTLAB,Buy,233.89,225.83,208.61,240.26
VISHNU,Sell,620.6,625.0,654.35,594.47
