Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
JYOTICNC,Sell,730.5,742.0,783.7,677.88
KITEX,Sell,161.68,164.0,173.08,146.73
ORIENTCER,Sell,40.24,41.2599983215332,44.3,38.35
PAVNAIND,Sell,18.39,18.700000762939453,19.89,16.83
USHAMART,Buy,480.65,472.9,454.57,504.09
VINDHYATEL,Sell,2333.45,2417.285180958595,2628.52,1991.03
