Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
ADVANCE,Sell,113.8,116.98999786376953,123.98,105.67
KISSHT,Sell,311.6,318.79998779296875,338.25,279.81
MUKTAARTS,Buy,55.86,55.0,50.76,64.74
RAJOOENG,Buy,52.68,52.5,47.98,60.15
SBIN,Sell,1040.0,1055.0,1078.49,985.64
SIKA,Sell,1216.86,1295.9126593729143,1429.24,1053.54
