Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
PNBHOUSING,Buy,991.66,983.82,923.67,1010.39
SUDARSCHEM,Buy,887.85,885.9,831.65,1002.38
WCIL,Buy,94.0,93.59,88.64,99.19
